
Calibration date of EPC10_USB: 27-Jun-2018

ElProScan hardware configuration:
  ELP 3
  ElProScan Version:  4
  Baudrate:     9600
 Piezo: 
  Range:       1.00000000E+02 um

 Ranges of step motors:
  XX axis:      5.00000000E+04 um
  YY axis:      5.00000000E+04 um
  ZZ axis:      4.00000000E+04 um

Lib Version: 1.A.043  Lib date: 05.07.2010
OS Version: 0.  OS date: E3.07.0016
Connected to CPU on Slot  1, Layer  0
Program    665 installed as task     16, Version: F2.A.000
maxsecm version:     14
Program    785 installed as task     18, Version: F2.A.000
maxscan version:     14
mdd version (X-C16-3):   21561348
mdd version (X-DA16-4):   21692422
mdd version (X-AD16-4):   21495811
mdd version (X-AD16-4 ShearForce):   21495811
ElProScan: Initialization was successful
Program  40967 installed as task    768, Version: 1.F.000
Program  40968 installed as task    784, Version: 1.E.000
Position controller detected
:A ASI-MS2000-XYUL-ZUL-USB 
Dialog file loaded: "Amplifier.dia".
Batch processing started as sender, polling.


Welcome to PatchMaster - v2x90.3 beta, 30-Aug-2017
Configuration file: "C:\HEKA\Patchmaster\Redox_Fura.set"

New file opened read-write: 
  "C:\HEKA\Data\REDOX\2018\06 - June\28.06.2018\M1\18062801.dat". 
Imaging: communication breakdown! 
Execute protocol:   Initialize
Execute protocol:   CA_Go
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
     11	   1.0311E+04	   1.3305E-10	   2.4908E+01
     12	   1.0322E+04	   1.3496E-10	   2.4908E+01
     13	   1.0335E+04	   1.3722E-10	   2.4908E+01
     14	   1.0347E+04	   1.3891E-10	   2.4908E+01
     15	   1.0359E+04	   1.4069E-10	   2.4908E+01
     16	   1.0371E+04	   1.4229E-10	   2.4908E+01
     17	   1.0383E+04	   1.4391E-10	   2.4908E+01
     18	   1.0395E+04	   1.4548E-10	   2.4908E+01
     19	   1.0407E+04	   1.4678E-10	   2.4908E+01
     20	   1.0419E+04	   1.4857E-10	   2.4908E+01
     21	   1.0431E+04	   1.4965E-10	   2.4908E+01
     22	   1.0443E+04	   1.5106E-10	   2.4908E+01
     23	   1.0454E+04	   1.5251E-10	   2.4908E+01
     24	   1.0466E+04	   1.5400E-10	   2.4908E+01
     25	   1.0478E+04	   1.5584E-10	   2.4908E+01
     26	   1.0490E+04	   1.5740E-10	   2.4908E+01
     27	   1.0502E+04	   1.5901E-10	   2.4908E+01
     28	   1.0514E+04	   1.6064E-10	   2.4908E+01
     29	   1.0526E+04	   1.6234E-10	   2.4908E+01
     30	   1.0538E+04	   1.6368E-10	   2.4908E+01
     31	   1.0550E+04	   1.6496E-10	   2.4908E+01
     32	   1.0562E+04	   1.6659E-10	   2.4908E+01
     33	   1.0574E+04	   1.6783E-10	   2.4908E+01
     34	   1.0586E+04	   1.6940E-10	   2.4908E+01
     35	   1.0597E+04	   1.7054E-10	   2.4908E+01
     36	   1.0609E+04	   1.7196E-10	   2.4908E+01
     37	   1.0621E+04	   1.7349E-10	   2.4908E+01
     38	   1.0633E+04	   1.7501E-10	   2.4908E+01
     39	   1.0645E+04	   1.7634E-10	   2.4908E+01
     40	   1.0658E+04	   1.7754E-10	   2.4908E+01
     41	   1.0670E+04	   1.7884E-10	   2.4908E+01
     42	   1.0682E+04	   1.8006E-10	   2.4908E+01
     43	   1.0694E+04	   1.8130E-10	   2.4908E+01
     44	   1.0706E+04	   1.8265E-10	   2.4908E+01
     45	   1.0718E+04	   1.8388E-10	   2.4908E+01
     46	   1.0730E+04	   1.8530E-10	   2.4908E+01
     47	   1.0742E+04	   1.8654E-10	   2.4908E+01
     48	   1.0754E+04	   1.8791E-10	   2.4908E+01
     49	   1.0766E+04	   1.8932E-10	   2.4908E+01
     50	   1.0778E+04	   1.9048E-10	   2.4908E+01
     51	   1.0789E+04	   1.9144E-10	   2.4908E+01
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   1.0188E+04	   1.1527E-10	   2.4908E+01
      2	   1.0203E+04	   1.1688E-10	   2.4908E+01
      3	   1.0215E+04	   1.1821E-10	   2.4908E+01
      4	   1.0227E+04	   1.2064E-10	   2.4908E+01
      5	   1.0240E+04	   1.2231E-10	   2.4908E+01
      6	   1.0251E+04	   1.2455E-10	   2.4908E+01
      7	   1.0264E+04	   1.2654E-10	   2.4908E+01
      8	   1.0275E+04	   1.2825E-10	   2.4908E+01
      9	   1.0288E+04	   1.2932E-10	   2.4908E+01
     10	   1.0299E+04	   1.3089E-10	   2.4908E+01
     11	   1.0311E+04	   1.3305E-10	   2.4908E+01
     12	   1.0322E+04	   1.3496E-10	   2.4908E+01
     13	   1.0335E+04	   1.3722E-10	   2.4908E+01
     14	   1.0347E+04	   1.3891E-10	   2.4908E+01
     15	   1.0359E+04	   1.4069E-10	   2.4908E+01
     16	   1.0371E+04	   1.4229E-10	   2.4908E+01
     17	   1.0383E+04	   1.4391E-10	   2.4908E+01
     18	   1.0395E+04	   1.4548E-10	   2.4908E+01
     19	   1.0407E+04	   1.4678E-10	   2.4908E+01
     20	   1.0419E+04	   1.4857E-10	   2.4908E+01
     21	   1.0431E+04	   1.4965E-10	   2.4908E+01
     22	   1.0443E+04	   1.5106E-10	   2.4908E+01
     23	   1.0454E+04	   1.5251E-10	   2.4908E+01
     24	   1.0466E+04	   1.5400E-10	   2.4908E+01
     25	   1.0478E+04	   1.5584E-10	   2.4908E+01
     26	   1.0490E+04	   1.5740E-10	   2.4908E+01
     27	   1.0502E+04	   1.5901E-10	   2.4908E+01
     28	   1.0514E+04	   1.6064E-10	   2.4908E+01
     29	   1.0526E+04	   1.6234E-10	   2.4908E+01
     30	   1.0538E+04	   1.6368E-10	   2.4908E+01
     31	   1.0550E+04	   1.6496E-10	   2.4908E+01
     32	   1.0562E+04	   1.6659E-10	   2.4908E+01
     33	   1.0574E+04	   1.6783E-10	   2.4908E+01
     34	   1.0586E+04	   1.6940E-10	   2.4908E+01
     35	   1.0597E+04	   1.7054E-10	   2.4908E+01
     36	   1.0609E+04	   1.7196E-10	   2.4908E+01
     37	   1.0621E+04	   1.7349E-10	   2.4908E+01
     38	   1.0633E+04	   1.7501E-10	   2.4908E+01
     39	   1.0645E+04	   1.7634E-10	   2.4908E+01
     40	   1.0658E+04	   1.7754E-10	   2.4908E+01
     41	   1.0670E+04	   1.7884E-10	   2.4908E+01
     42	   1.0682E+04	   1.8006E-10	   2.4908E+01
     43	   1.0694E+04	   1.8130E-10	   2.4908E+01
     44	   1.0706E+04	   1.8265E-10	   2.4908E+01
     45	   1.0718E+04	   1.8388E-10	   2.4908E+01
     46	   1.0730E+04	   1.8530E-10	   2.4908E+01
     47	   1.0742E+04	   1.8654E-10	   2.4908E+01
     48	   1.0754E+04	   1.8791E-10	   2.4908E+01
     49	   1.0766E+04	   1.8932E-10	   2.4908E+01
     50	   1.0778E+04	   1.9048E-10	   2.4908E+01
     51	   1.0789E+04	   1.9144E-10	   2.4908E+01
--> 3D Scan started
Cycle   1 of   1
New Group "E-1" created. 
Creating Analysis-Plot failed: Analysis method "3D_Scan" not found
NewY:   -->       Line Scan   1 of  51
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   1.0861E+04	   1.1736E-10	   2.5017E+01
NewY:   <--       Line Scan   2 of  51
      2	   1.0877E+04	   1.1921E-10	   2.5017E+01
NewY:   -->       Line Scan   3 of  51
      3	   1.0889E+04	   1.2026E-10	   2.5017E+01
NewY:   <--       Line Scan   4 of  51
      4	   1.0900E+04	   1.2215E-10	   2.5017E+01
NewY:   -->       Line Scan   5 of  51
      5	   1.0911E+04	   1.2374E-10	   2.5017E+01
NewY:   <--       Line Scan   6 of  51
      6	   1.0923E+04	   1.2658E-10	   2.5017E+01
NewY:   -->       Line Scan   7 of  51
      7	   1.0934E+04	   1.2903E-10	   2.5017E+01
NewY:   <--       Line Scan   8 of  51
      8	   1.0945E+04	   1.3132E-10	   2.5017E+01
NewY:   -->       Line Scan   9 of  51
      9	   1.0957E+04	   1.3267E-10	   2.5017E+01
NewY:   <--       Line Scan  10 of  51
     10	   1.0968E+04	   1.3447E-10	   2.5017E+01
NewY:   -->       Line Scan  11 of  51
     11	   1.0980E+04	   1.3607E-10	   2.5017E+01
NewY:   <--       Line Scan  12 of  51
     12	   1.0991E+04	   1.3837E-10	   2.5017E+01
NewY:   -->       Line Scan  13 of  51
     13	   1.1002E+04	   1.4053E-10	   2.5017E+01
NewY:   <--       Line Scan  14 of  51
     14	   1.1014E+04	   1.4206E-10	   2.5017E+01
NewY:   -->       Line Scan  15 of  51
     15	   1.1026E+04	   1.4391E-10	   2.5017E+01
NewY:   <--       Line Scan  16 of  51
     16	   1.1037E+04	   1.4517E-10	   2.5017E+01
NewY:   -->       Line Scan  17 of  51
     17	   1.1049E+04	   1.4752E-10	   2.5017E+01
NewY:   <--       Line Scan  18 of  51
     18	   1.1060E+04	   1.4860E-10	   2.5017E+01
NewY:   -->       Line Scan  19 of  51
     19	   1.1072E+04	   1.5071E-10	   2.5017E+01
NewY:   <--       Line Scan  20 of  51
     20	   1.1083E+04	   1.5190E-10	   2.5017E+01
NewY:   -->       Line Scan  21 of  51
     21	   1.1094E+04	   1.5377E-10	   2.5017E+01
NewY:   <--       Line Scan  22 of  51
     22	   1.1106E+04	   1.5432E-10	   2.5017E+01
NewY:   -->       Line Scan  23 of  51
     23	   1.1118E+04	   1.5616E-10	   2.5017E+01
NewY:   <--       Line Scan  24 of  51
     24	   1.1129E+04	   1.5715E-10	   2.5017E+01
NewY:   -->       Line Scan  25 of  51
     25	   1.1141E+04	   1.5968E-10	   2.5017E+01
NewY:   <--       Line Scan  26 of  51
     26	   1.1152E+04	   1.6051E-10	   2.5017E+01
NewY:   -->       Line Scan  27 of  51
     27	   1.1164E+04	   1.6287E-10	   2.5017E+01
NewY:   <--       Line Scan  28 of  51
     28	   1.1175E+04	   1.6332E-10	   2.5017E+01
NewY:   -->       Line Scan  29 of  51
     29	   1.1187E+04	   1.6578E-10	   2.5017E+01
NewY:   <--       Line Scan  30 of  51
     30	   1.1198E+04	   1.6619E-10	   2.5017E+01
NewY:   -->       Line Scan  31 of  51
     31	   1.1210E+04	   1.6849E-10	   2.5017E+01
NewY:   <--       Line Scan  32 of  51
     32	   1.1221E+04	   1.6928E-10	   2.5017E+01
NewY:   -->       Line Scan  33 of  51
     33	   1.1233E+04	   1.7126E-10	   2.5017E+01
NewY:   <--       Line Scan  34 of  51
     34	   1.1245E+04	   1.7195E-10	   2.5017E+01
NewY:   -->       Line Scan  35 of  51
     35	   1.1256E+04	   1.7395E-10	   2.5017E+01
NewY:   <--       Line Scan  36 of  51
     36	   1.1267E+04	   1.7474E-10	   2.5017E+01
NewY:   -->       Line Scan  37 of  51
     37	   1.1279E+04	   1.7688E-10	   2.5017E+01
NewY:   <--       Line Scan  38 of  51
     38	   1.1290E+04	   1.7753E-10	   2.5017E+01
NewY:   -->       Line Scan  39 of  51
     39	   1.1302E+04	   1.7948E-10	   2.5017E+01
NewY:   <--       Line Scan  40 of  51
     40	   1.1314E+04	   1.7983E-10	   2.5017E+01
NewY:   -->       Line Scan  41 of  51
     41	   1.1325E+04	   1.8183E-10	   2.5017E+01
NewY:   <--       Line Scan  42 of  51
     42	   1.1342E+04	   1.8236E-10	   2.5017E+01
NewY:   -->       Line Scan  43 of  51
     43	   1.1355E+04	   1.8419E-10	   2.5017E+01
NewY:   <--       Line Scan  44 of  51
     44	   1.1366E+04	   1.8468E-10	   2.5017E+01
NewY:   -->       Line Scan  45 of  51
     45	   1.1378E+04	   1.8644E-10	   2.5017E+01
NewY:   <--       Line Scan  46 of  51
     46	   1.1389E+04	   1.8683E-10	   2.5017E+01
NewY:   -->       Line Scan  47 of  51
     47	   1.1401E+04	   1.8873E-10	   2.5017E+01
NewY:   <--       Line Scan  48 of  51
     48	   1.1413E+04	   1.8916E-10	   2.5017E+01
NewY:   -->       Line Scan  49 of  51
     49	   1.1423E+04	   1.9098E-10	   2.5017E+01
NewY:   <--       Line Scan  50 of  51
     50	   1.1435E+04	   1.9144E-10	   2.5017E+01
NewY:   -->       Line Scan  51 of  51
     51	   1.1446E+04	   1.9303E-10	   2.5017E+01
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   1.0861E+04	   1.1736E-10	   2.5017E+01
      2	   1.0877E+04	   1.1921E-10	   2.5017E+01
      3	   1.0889E+04	   1.2026E-10	   2.5017E+01
      4	   1.0900E+04	   1.2215E-10	   2.5017E+01
      5	   1.0911E+04	   1.2374E-10	   2.5017E+01
      6	   1.0923E+04	   1.2658E-10	   2.5017E+01
      7	   1.0934E+04	   1.2903E-10	   2.5017E+01
      8	   1.0945E+04	   1.3132E-10	   2.5017E+01
      9	   1.0957E+04	   1.3267E-10	   2.5017E+01
     10	   1.0968E+04	   1.3447E-10	   2.5017E+01
     11	   1.0980E+04	   1.3607E-10	   2.5017E+01
     12	   1.0991E+04	   1.3837E-10	   2.5017E+01
     13	   1.1002E+04	   1.4053E-10	   2.5017E+01
     14	   1.1014E+04	   1.4206E-10	   2.5017E+01
     15	   1.1026E+04	   1.4391E-10	   2.5017E+01
     16	   1.1037E+04	   1.4517E-10	   2.5017E+01
     17	   1.1049E+04	   1.4752E-10	   2.5017E+01
     18	   1.1060E+04	   1.4860E-10	   2.5017E+01
     19	   1.1072E+04	   1.5071E-10	   2.5017E+01
     20	   1.1083E+04	   1.5190E-10	   2.5017E+01
     21	   1.1094E+04	   1.5377E-10	   2.5017E+01
     22	   1.1106E+04	   1.5432E-10	   2.5017E+01
     23	   1.1118E+04	   1.5616E-10	   2.5017E+01
     24	   1.1129E+04	   1.5715E-10	   2.5017E+01
     25	   1.1141E+04	   1.5968E-10	   2.5017E+01
     26	   1.1152E+04	   1.6051E-10	   2.5017E+01
     27	   1.1164E+04	   1.6287E-10	   2.5017E+01
     28	   1.1175E+04	   1.6332E-10	   2.5017E+01
     29	   1.1187E+04	   1.6578E-10	   2.5017E+01
     30	   1.1198E+04	   1.6619E-10	   2.5017E+01
     31	   1.1210E+04	   1.6849E-10	   2.5017E+01
     32	   1.1221E+04	   1.6928E-10	   2.5017E+01
     33	   1.1233E+04	   1.7126E-10	   2.5017E+01
     34	   1.1245E+04	   1.7195E-10	   2.5017E+01
     35	   1.1256E+04	   1.7395E-10	   2.5017E+01
     36	   1.1267E+04	   1.7474E-10	   2.5017E+01
     37	   1.1279E+04	   1.7688E-10	   2.5017E+01
     38	   1.1290E+04	   1.7753E-10	   2.5017E+01
     39	   1.1302E+04	   1.7948E-10	   2.5017E+01
     40	   1.1314E+04	   1.7983E-10	   2.5017E+01
     41	   1.1325E+04	   1.8183E-10	   2.5017E+01
     42	   1.1342E+04	   1.8236E-10	   2.5017E+01
     43	   1.1355E+04	   1.8419E-10	   2.5017E+01
     44	   1.1366E+04	   1.8468E-10	   2.5017E+01
     45	   1.1378E+04	   1.8644E-10	   2.5017E+01
     46	   1.1389E+04	   1.8683E-10	   2.5017E+01
     47	   1.1401E+04	   1.8873E-10	   2.5017E+01
     48	   1.1413E+04	   1.8916E-10	   2.5017E+01
     49	   1.1423E+04	   1.9098E-10	   2.5017E+01
     50	   1.1435E+04	   1.9144E-10	   2.5017E+01
     51	   1.1446E+04	   1.9303E-10	   2.5017E+01
--> 3D Scan started
Cycle   1 of   1
New Group "E-1" created. 
Creating Analysis-Plot failed: Analysis method "3D_Scan" not found
NewY:   -->       Line Scan   1 of  51
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   1.1520E+04	   1.3323E-10	   2.5125E+01
NewY:   <--       Line Scan   2 of  51
      2	   1.1532E+04	   1.2752E-10	   2.5125E+01
NewY:   -->       Line Scan   3 of  51
      3	   1.1540E+04	   1.3594E-10	   2.5125E+01
NewY:   <--       Line Scan   4 of  51
      4	   1.1547E+04	   1.3048E-10	   2.5125E+01
NewY:   -->       Line Scan   5 of  51
      5	   1.1555E+04	   1.3943E-10	   2.5125E+01
NewY:   <--       Line Scan   6 of  51
      6	   1.1562E+04	   1.3405E-10	   2.5125E+01
NewY:   -->       Line Scan   7 of  51
      7	   1.1570E+04	   1.4327E-10	   2.5125E+01
NewY:   <--       Line Scan   8 of  51
      8	   1.1577E+04	   1.3793E-10	   2.5125E+01
NewY:   -->       Line Scan   9 of  51
      9	   1.1585E+04	   1.4691E-10	   2.5125E+01
NewY:   <--       Line Scan  10 of  51
     10	   1.1593E+04	   1.4106E-10	   2.5125E+01
NewY:   -->       Line Scan  11 of  51
     11	   1.1600E+04	   1.4998E-10	   2.5125E+01
NewY:   <--       Line Scan  12 of  51
     12	   1.1608E+04	   1.4406E-10	   2.5125E+01
NewY:   -->       Line Scan  13 of  51
     13	   1.1615E+04	   1.5548E-10	   2.5125E+01
NewY:   <--       Line Scan  14 of  51
     14	   1.1623E+04	   1.4736E-10	   2.5125E+01
NewY:   -->       Line Scan  15 of  51
     15	   1.1630E+04	   1.6312E-10	   2.5125E+01
NewY:   <--       Line Scan  16 of  51
     16	   1.1638E+04	   1.5022E-10	   2.5125E+01
NewY:   -->       Line Scan  17 of  51
     17	   1.1646E+04	   1.6824E-10	   2.5125E+01
NewY:   <--       Line Scan  18 of  51
     18	   1.1653E+04	   1.5281E-10	   2.5125E+01
NewY:   -->       Line Scan  19 of  51
     19	   1.1661E+04	   1.7162E-10	   2.5125E+01
NewY:   <--       Line Scan  20 of  51
     20	   1.1668E+04	   1.5560E-10	   2.5125E+01
NewY:   -->       Line Scan  21 of  51
     21	   1.1676E+04	   1.7504E-10	   2.5125E+01
NewY:   <--       Line Scan  22 of  51
     22	   1.1683E+04	   1.5791E-10	   2.5125E+01
NewY:   -->       Line Scan  23 of  51
     23	   1.1691E+04	   1.7759E-10	   2.5125E+01
NewY:   <--       Line Scan  24 of  51
     24	   1.1698E+04	   1.6019E-10	   2.5125E+01
NewY:   -->       Line Scan  25 of  51
     25	   1.1706E+04	   1.8072E-10	   2.5125E+01
NewY:   <--       Line Scan  26 of  51
     26	   1.1713E+04	   1.6358E-10	   2.5125E+01
NewY:   -->       Line Scan  27 of  51
     27	   1.1721E+04	   1.8382E-10	   2.5125E+01
NewY:   <--       Line Scan  28 of  51
     28	   1.1728E+04	   1.6620E-10	   2.5125E+01
NewY:   -->       Line Scan  29 of  51
     29	   1.1736E+04	   1.8662E-10	   2.5125E+01
NewY:   <--       Line Scan  30 of  51
     30	   1.1743E+04	   1.6882E-10	   2.5125E+01
NewY:   -->       Line Scan  31 of  51
     31	   1.1751E+04	   1.8879E-10	   2.5125E+01
NewY:   <--       Line Scan  32 of  51
     32	   1.1758E+04	   1.7161E-10	   2.5125E+01
NewY:   -->       Line Scan  33 of  51
     33	   1.1765E+04	   1.9115E-10	   2.5125E+01
NewY:   <--       Line Scan  34 of  51
     34	   1.1773E+04	   1.7388E-10	   2.5125E+01
NewY:   -->       Line Scan  35 of  51
     35	   1.1781E+04	   1.9320E-10	   2.5125E+01
NewY:   <--       Line Scan  36 of  51
     36	   1.1788E+04	   1.7613E-10	   2.5125E+01
NewY:   -->       Line Scan  37 of  51
     37	   1.1796E+04	   1.9528E-10	   2.5125E+01
NewY:   <--       Line Scan  38 of  51
     38	   1.1803E+04	   1.7870E-10	   2.5125E+01
NewY:   -->       Line Scan  39 of  51
     39	   1.1811E+04	   1.9698E-10	   2.5125E+01
NewY:   <--       Line Scan  40 of  51
     40	   1.1819E+04	   1.8069E-10	   2.5125E+01
NewY:   -->       Line Scan  41 of  51
     41	   1.1826E+04	   1.9862E-10	   2.5125E+01
NewY:   <--       Line Scan  42 of  51
     42	   1.1834E+04	   1.8288E-10	   2.5125E+01
NewY:   -->       Line Scan  43 of  51
     43	   1.1842E+04	   1.9999E-10	   2.5125E+01
NewY:   <--       Line Scan  44 of  51
     44	   1.1849E+04	   1.8499E-10	   2.5125E+01
NewY:   -->       Line Scan  45 of  51
     45	   1.1857E+04	   1.9999E-10	   2.5125E+01
NewY:   <--       Line Scan  46 of  51
     46	   1.1864E+04	   1.8705E-10	   2.5125E+01
NewY:   -->       Line Scan  47 of  51
     47	   1.1872E+04	   1.9999E-10	   2.5125E+01
NewY:   <--       Line Scan  48 of  51
     48	   1.1880E+04	   1.8929E-10	   2.5125E+01
NewY:   -->       Line Scan  49 of  51
     49	   1.1888E+04	   1.9999E-10	   2.5125E+01
NewY:   <--       Line Scan  50 of  51
     50	   1.1895E+04	   1.9138E-10	   2.5125E+01
NewY:   -->       Line Scan  51 of  51
     51	   1.1903E+04	   1.9999E-10	   2.5125E+01
     51	   1.1903E+04	   1.9999E-10	   2.5125E+01
--> 3D Scan started
Cycle   1 of   1
New Group "E-1" created. 
Creating Analysis-Plot failed: Analysis method "3D_Scan" not found
NewY:   -->       Line Scan   1 of  51
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   1.1951E+04	   1.4203E-10	   2.5267E+01
NewY:   -->       Line Scan   2 of  51
      2	   1.1962E+04	   1.4378E-10	   2.5267E+01
NewY:   -->       Line Scan   3 of  51
      3	   1.1970E+04	   1.4475E-10	   2.5267E+01
NewY:   -->       Line Scan   4 of  51
      4	   1.1978E+04	   1.4652E-10	   2.5267E+01
NewY:   -->       Line Scan   5 of  51
      5	   1.1987E+04	   1.4795E-10	   2.5267E+01
NewY:   -->       Line Scan   6 of  51
      6	   1.1995E+04	   1.4982E-10	   2.5267E+01
NewY:   -->       Line Scan   7 of  51
      7	   1.2003E+04	   1.5170E-10	   2.5267E+01
NewY:   -->       Line Scan   8 of  51
      8	   1.2011E+04	   1.5353E-10	   2.5267E+01
NewY:   -->       Line Scan   9 of  51
      9	   1.2019E+04	   1.5458E-10	   2.5267E+01
NewY:   -->       Line Scan  10 of  51
     10	   1.2027E+04	   1.5581E-10	   2.5267E+01
NewY:   -->       Line Scan  11 of  51
     11	   1.2035E+04	   1.5727E-10	   2.5267E+01
NewY:   -->       Line Scan  12 of  51
     12	   1.2043E+04	   1.5869E-10	   2.5267E+01
NewY:   -->       Line Scan  13 of  51
     13	   1.2051E+04	   1.6295E-10	   2.5267E+01
NewY:   -->       Line Scan  14 of  51
     14	   1.2059E+04	   1.6638E-10	   2.5267E+01
NewY:   -->       Line Scan  15 of  51
     15	   1.2067E+04	   1.6919E-10	   2.5267E+01
NewY:   -->       Line Scan  16 of  51
     16	   1.2075E+04	   1.7154E-10	   2.5267E+01
NewY:   -->       Line Scan  17 of  51
     17	   1.2083E+04	   1.7368E-10	   2.5267E+01
NewY:   -->       Line Scan  18 of  51
     18	   1.2091E+04	   1.7519E-10	   2.5267E+01
NewY:   -->       Line Scan  19 of  51
     19	   1.2099E+04	   1.7666E-10	   2.5267E+01
NewY:   -->       Line Scan  20 of  51
     20	   1.2107E+04	   1.7830E-10	   2.5267E+01
NewY:   -->       Line Scan  21 of  51
     21	   1.2116E+04	   1.7958E-10	   2.5267E+01
NewY:   -->       Line Scan  22 of  51
     22	   1.2124E+04	   1.8102E-10	   2.5267E+01
NewY:   -->       Line Scan  23 of  51
     23	   1.2132E+04	   1.8217E-10	   2.5267E+01
NewY:   -->       Line Scan  24 of  51
     24	   1.2140E+04	   1.8343E-10	   2.5267E+01
NewY:   -->       Line Scan  25 of  51
     25	   1.2148E+04	   1.8471E-10	   2.5267E+01
NewY:   -->       Line Scan  26 of  51
     26	   1.2156E+04	   1.8624E-10	   2.5267E+01
NewY:   -->       Line Scan  27 of  51
     27	   1.2164E+04	   1.8740E-10	   2.5267E+01
NewY:   -->       Line Scan  28 of  51
     28	   1.2171E+04	   1.8836E-10	   2.5267E+01
NewY:   -->       Line Scan  29 of  51
     29	   1.2180E+04	   1.8946E-10	   2.5267E+01
NewY:   -->       Line Scan  30 of  51
     30	   1.2188E+04	   1.9031E-10	   2.5267E+01
NewY:   -->       Line Scan  31 of  51
     31	   1.2196E+04	   1.9132E-10	   2.5267E+01
NewY:   -->       Line Scan  32 of  51
     32	   1.2204E+04	   1.9246E-10	   2.5267E+01
NewY:   -->       Line Scan  33 of  51
     33	   1.2212E+04	   1.9342E-10	   2.5267E+01
NewY:   -->       Line Scan  34 of  51
     34	   1.2220E+04	   1.9419E-10	   2.5267E+01
NewY:   -->       Line Scan  35 of  51
     35	   1.2228E+04	   1.9508E-10	   2.5267E+01
NewY:   -->       Line Scan  36 of  51
     36	   1.2237E+04	   1.9599E-10	   2.5267E+01
NewY:   -->       Line Scan  37 of  51
     37	   1.2244E+04	   1.9684E-10	   2.5267E+01
NewY:   -->       Line Scan  38 of  51
     38	   1.2253E+04	   1.9764E-10	   2.5267E+01
NewY:   -->       Line Scan  39 of  51
     39	   1.2261E+04	   1.9826E-10	   2.5267E+01
NewY:   -->       Line Scan  40 of  51
     40	   1.2269E+04	   1.9881E-10	   2.5267E+01
NewY:   -->       Line Scan  41 of  51
     41	   1.2277E+04	   1.9948E-10	   2.5267E+01
NewY:   -->       Line Scan  42 of  51
     42	   1.2285E+04	   1.9999E-10	   2.5267E+01
NewY:   -->       Line Scan  43 of  51
     43	   1.2293E+04	   1.9999E-10	   2.5267E+01
NewY:   -->       Line Scan  44 of  51
     44	   1.2302E+04	   1.9999E-10	   2.5267E+01
NewY:   -->       Line Scan  45 of  51
     45	   1.2310E+04	   1.9999E-10	   2.5267E+01
NewY:   -->       Line Scan  46 of  51
     46	   1.2318E+04	   1.9999E-10	   2.5267E+01
NewY:   -->       Line Scan  47 of  51
     47	   1.2326E+04	   1.9999E-10	   2.5267E+01
NewY:   -->       Line Scan  48 of  51
     48	   1.2334E+04	   1.9999E-10	   2.5267E+01
NewY:   -->       Line Scan  49 of  51
     49	   1.2342E+04	   1.9999E-10	   2.5267E+01
NewY:   -->       Line Scan  50 of  51
     50	   1.2350E+04	   1.9999E-10	   2.5267E+01
NewY:   -->       Line Scan  51 of  51
     51	   1.2358E+04	   1.9999E-10	   2.5267E+01
--> 3D Scan started
Cycle   1 of   1
New Group "E-1" created. 
Creating Analysis-Plot failed: Analysis method "3D_Scan" not found
NewY:   -->       Line Scan   1 of  51
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   1.2404E+04	   1.3358E-10	   2.5342E+01
NewY:   -->       Line Scan   2 of  51
      2	   1.2416E+04	   1.3490E-10	   2.5342E+01
NewY:   -->       Line Scan   3 of  51
      3	   1.2424E+04	   1.3525E-10	   2.5342E+01
NewY:   -->       Line Scan   4 of  51
      4	   1.2432E+04	   1.3620E-10	   2.5342E+01
NewY:   -->       Line Scan   5 of  51
      5	   1.2440E+04	   1.3744E-10	   2.5342E+01
NewY:   -->       Line Scan   6 of  51
      6	   1.2448E+04	   1.3911E-10	   2.5342E+01
NewY:   -->  --> 3D Scan started
Cycle   1 of   1
New Group "E-1" created. 
Creating Analysis-Plot failed: Analysis method "3D_Scan" not found
NewY:   -->       Line Scan   1 of  51
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   1.2484E+04	   1.7559E-10	   2.5364E+01
NewY:   -->       Line Scan   2 of  51
      2	   1.2497E+04	   1.7713E-10	   2.5364E+01
NewY:   -->       Line Scan   3 of  51
      3	   1.2505E+04	   1.7844E-10	   2.5364E+01
NewY:   -->  --> 3D Scan started
Cycle   1 of   1
New Group "E-1" created. 
Creating Analysis-Plot failed: Analysis method "3D_Scan" not found
NewY:   -->       Line Scan   1 of  51
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   1.2530E+04	   1.5966E-10	   2.5389E+01
NewY:   -->       Line Scan   2 of  51
      2	   1.2542E+04	   1.6007E-10	   2.5389E+01
NewY:   -->       Line Scan   3 of  51
      3	   1.2551E+04	   1.6039E-10	   2.5389E+01
NewY:   -->       Line Scan   4 of  51
      4	   1.2559E+04	   1.6121E-10	   2.5389E+01
NewY:   -->       Line Scan   5 of  51
